gene,transcript,contrast,estimate,SE,df,t.ratio,p.value.corrected
FBgn0033108,FBtr0086161,control - up,-0.593975897,0.214352246,268,-2.771027172,0.06534834
FBgn0033113,FBtr0086162,down - control,0.285890729,0.17789982,268,1.607032144,0.594626922
FBgn0033113,FBtr0086162,down - up,-0.011649721,0.174957183,268,-0.066586126,0.999999815
FBgn0033113,FBtr0086162,control - up,-0.29754045,0.178209289,268,-1.669612466,0.553122808
FBgn0033113,FBtr0305679,down - control,0.004673467,0.155124621,268,0.030127179,0.999999996
FBgn0033113,FBtr0305679,down - up,-0.069101571,0.155356726,268,-0.444792914,0.997788054
FBgn0033113,FBtr0305679,control - up,-0.073775038,0.155835781,268,-0.47341527,0.997022582
FBgn0033115,FBtr0086164,down - control,0.60930376,0.50835069,268,1.198589422,0.837303471
FBgn0033115,FBtr0086164,down - up,-0.266584154,0.507653047,268,-0.525130609,0.995141395
FBgn0033115,FBtr0086164,control - up,-0.875887914,0.507875613,268,-1.724611087,0.516722691
FBgn0033115,FBtr0309371,down - control,1.300623923,0.513854611,268,2.531112683,0.118822581
FBgn0033115,FBtr0309371,down - up,0.585386895,0.510953848,268,1.145674697,0.861731615
FBgn0033115,FBtr0309371,control - up,-0.715237028,0.514516206,268,-1.390115645,0.732997093
FBgn0033122,FBtr0303225,down - control,0.052822802,0.046907223,268,1.126112337,0.87022099
FBgn0033122,FBtr0303225,down - up,-0.005936068,0.046908861,268,-0.126544697,0.999995434
FBgn0033122,FBtr0303225,control - up,-0.05875887,0.047048641,268,-1.248896227,0.812180447
FBgn0033122,FBtr0303226,down - control,0.05330676,0.051363719,268,1.037829061,0.904765115
FBgn0033122,FBtr0303226,down - up,0.000638763,0.051313344,268,0.012448273,1
FBgn0033122,FBtr0303226,control - up,-0.052667998,0.051389284,268,-1.024882897,0.909305091
FBgn0022960,FBtr0086182,down - control,0.231485545,0.208468669,268,1.110409281,0.876819029
FBgn0022960,FBtr0086182,down - up,0.308571923,0.20113687,268,1.53413903,0.642515818
FBgn0022960,FBtr0086182,control - up,0.077086378,0.212153595,268,0.363351739,0.999165172
FBgn0022960,FBtr0086183,down - control,-0.077461629,0.184320121,268,-0.420255956,0.998314619
FBgn0022960,FBtr0086183,down - up,0.040689837,0.184139851,268,0.220972467,0.999927229
FBgn0022960,FBtr0086183,control - up,0.118151466,0.185307649,268,0.637596272,0.988071461
FBgn0033121,FBtr0086185,down - control,-1.256711176,0.289773632,404,-4.336872081,0.000613549
FBgn0033121,FBtr0086185,down - up,-0.786422313,0.2740482,404,-2.869649616,0.099293438
FBgn0033121,FBtr0086185,control - up,0.470288864,0.243013973,404,1.93523384,0.589620565
FBgn0033121,FBtr0345011,down - control,0.07208766,0.219049279,404,0.329093345,0.99999601
FBgn0033121,FBtr0345011,down - up,0.071513059,0.219012641,404,0.326524801,0.999996247
FBgn0033121,FBtr0345011,control - up,-0.000574601,0.21997932,404,-0.002612068,1
FBgn0033121,FBtr0345802,down - control,0.01124898,0.21995218,404,0.051142845,1
FBgn0033121,FBtr0345802,down - up,0.030145551,0.21980133,404,0.137149086,0.999999996
FBgn0033121,FBtr0345802,control - up,0.018896571,0.220818925,404,0.085574963,1
FBgn0050157,FBtr0086186,down - control,-0.140840568,0.217584652,268,-0.647290914,0.987224168
FBgn0050157,FBtr0086186,down - up,-0.188384064,0.216741784,268,-0.869163576,0.953512483
FBgn0050157,FBtr0086186,control - up,-0.047543496,0.215657153,268,-0.220458702,0.999928062
FBgn0050157,FBtr0345010,down - control,-0.020424481,0.170212358,268,-0.119994113,0.999996496
FBgn0050157,FBtr0345010,down - up,0.002769154,0.170266465,268,0.016263648,1
FBgn0050157,FBtr0345010,control - up,0.023193635,0.171053806,268,0.135592626,0.99999356
FBgn0265935,FBtr0086207,down - control,-0.039416415,0.182308924,540,-0.216206723,1
FBgn0265935,FBtr0086207,down - up,-0.046370269,0.182312576,540,-0.254344875,0.999999998
FBgn0265935,FBtr0086207,control - up,-0.006953855,0.18327062,540,-0.037943095,1
FBgn0265935,FBtr0086209,down - control,-0.038343177,0.183845485,540,-0.208561971,1
FBgn0265935,FBtr0086209,down - up,0.038827999,0.183928219,540,0.21110409,1
FBgn0265935,FBtr0086209,control - up,0.077171176,0.184824643,540,0.417537265,0.999999628
FBgn0265935,FBtr0336653,down - control,0.083064801,0.182824011,540,0.454342954,0.99999909
FBgn0265935,FBtr0336653,down - up,0.045671105,0.182808639,540,0.249830125,0.999999999
FBgn0265935,FBtr0336653,control - up,-0.037393696,0.183783954,540,-0.203465512,1
FBgn0265935,FBtr0336656,down - control,0.110346684,0.182303468,540,0.605291193,0.999982002
FBgn0265935,FBtr0336656,down - up,0.048502881,0.18229728,540,0.266064753,0.999999997
FBgn0265935,FBtr0336656,control - up,-0.061843803,0.183276891,540,-0.337433718,0.999999962
FBgn0267791,FBtr0086219,down - control,0.081794386,0.060119753,541,1.360524307,0.970271631
FBgn0267791,FBtr0086219,down - up,0.031217074,0.060120812,541,0.519239061,0.999996306
FBgn0267791,FBtr0086219,control - up,-0.050577312,0.060412439,541,-0.837200291,0.999551296
FBgn0267791,FBtr0086220,down - control,-0.05819411,0.060177824,541,-0.967035804,0.998278679
FBgn0267791,FBtr0086220,down - up,-0.029245842,0.060187637,541,-0.485911127,0.999998154
FBgn0267791,FBtr0086220,control - up,0.028948268,0.060447991,541,0.478895451,0.999998416
FBgn0267791,FBtr0086221,down - control,-0.037439929,0.060734445,541,-0.616452961,0.999978314
FBgn0267791,FBtr0086221,down - up,0.016866889,0.060768335,541,0.277560498,0.999999995
FBgn0267791,FBtr0086221,control - up,0.054306818,0.06098891,541,0.890437588,0.999196281
FBgn0267791,FBtr0336730,down - control,0.051684082,0.060983348,541,0.847511394,0.999495799
FBgn0267791,FBtr0336730,down - up,0.007722852,0.06098717,541,0.126630765,1
FBgn0267791,FBtr0336730,control - up,-0.04396123,0.061232831,541,-0.717935618,0.999899533
FBgn0034527,FBtr0086225,down - control,-0.009292721,0.040470925,268,-0.229614731,0.999912034
FBgn0034527,FBtr0086225,down - up,-0.020054401,0.040482557,268,-0.495383739,0.996308536
FBgn0034527,FBtr0086225,control - up,-0.01076168,0.040610923,268,-0.264994714,0.999821672
FBgn0034527,FBtr0086226,down - control,0.172904523,0.05510328,268,3.137826355,0.02303177
FBgn0034527,FBtr0086226,down - up,0.068677538,0.05452877,268,1.259473442,0.80667457
FBgn0034527,FBtr0086226,control - up,-0.104226985,0.05518958,268,-1.88852652,0.41146563
FBgn0034543,FBtr0086236,down - control,-0.045109862,0.058815366,268,-0.766974098,0.972787851
FBgn0034543,FBtr0086236,down - up,-0.102127393,0.058808314,268,-1.736614871,0.50881796
FBgn0034543,FBtr0086236,control - up,-0.05701753,0.058920464,268,-0.967703342,0.927746765
FBgn0034543,FBtr0345354,down - control,0.080030422,0.058739263,268,1.362468941,0.749388224
FBgn0034543,FBtr0345354,down - up,0.007793185,0.058771462,268,0.132601524,0.999994237
FBgn0034543,FBtr0345354,control - up,-0.072237236,0.05890449,268,-1.226345164,0.823663436
FBgn0000615,FBtr0086242,down - control,0.484411228,0.239197474,540,2.025151937,0.676042258
FBgn0000615,FBtr0086242,down - up,-0.071827843,0.234551782,540,-0.306234478,0.999999987
FBgn0000615,FBtr0086242,control - up,-0.556239071,0.240408443,540,-2.313725196,0.468034269
FBgn0000615,FBtr0086243,down - control,0.184732139,0.225709812,540,0.818449747,0.999638757
FBgn0000615,FBtr0086243,down - up,-0.259433497,0.226234022,540,-1.146748377,0.992347715
FBgn0000615,FBtr0086243,control - up,-0.444165636,0.227390033,540,-1.953320604,0.724724397
FBgn0000615,FBtr0086244,down - control,0.121253928,0.235168491,540,0.515604483,0.999996567
FBgn0000615,FBtr0086244,down - up,0.068258825,0.235119712,540,0.290315196,0.999999992
FBgn0000615,FBtr0086244,control - up,-0.052995103,0.236548387,540,-0.224034938,1
FBgn0000615,FBtr0302285,down - control,-0.175953856,0.236135406,540,-0.74513966,0.999854939
FBgn0000615,FBtr0302285,down - up,0.243413907,0.240250734,540,1.013166135,0.997381298
FBgn0000615,FBtr0302285,control - up,0.419367764,0.238372905,540,1.759292922,0.839148291
FBgn0034542,FBtr0086245,down - control,-0.077505803,0.04885741,268,-1.586367416,0.60828058
FBgn0034542,FBtr0086245,down - up,0.012746504,0.048957974,268,0.26035603,0.999836519
FBgn0034542,FBtr0086245,control - up,0.090252307,0.049064988,268,1.839444179,0.442232106
FBgn0034542,FBtr0086246,down - control,0.000350152,0.047591113,268,0.007357503,1
FBgn0034542,FBtr0086246,down - up,0.00162185,0.047600875,268,0.034071851,0.999999993
FBgn0034542,FBtr0086246,control - up,0.001271698,0.047821067,268,0.026592844,0.999999998
FBgn0034538,FBtr0086249,down - control,0.313897712,0.161892856,268,1.938922565,0.38078355
FBgn0034538,FBtr0086249,down - up,0.205361183,0.161863335,268,1.268731945,0.801793754
FBgn0034538,FBtr0086249,control - up,-0.108536528,0.162017661,268,-0.669905538,0.985076303
FBgn0034538,FBtr0342721,down - control,0.462277675,0.162885727,268,2.838049002,0.054627266
FBgn0034538,FBtr0342721,down - up,0.296057482,0.162837452,268,1.81811664,0.455834596
FBgn0034538,FBtr0342721,control - up,-0.166220193,0.163153689,268,-1.018795185,0.911393274
FBgn0034530,FBtr0086253,down - control,0.357978998,0.127386122,268,2.810188371,0.058889167
FBgn0034530,FBtr0086253,down - up,0.321977684,0.127383291,268,2.527628875,0.119797165
FBgn0034530,FBtr0086253,control - up,-0.036001314,0.127749169,268,-0.28181251,0.999758683
FBgn0034530,FBtr0300698,down - control,0.14198829,0.145645617,268,0.974888867,0.925572783
FBgn0034530,FBtr0300698,down - up,0.103596247,0.145457517,268,0.712209648,0.980366757
FBgn0034530,FBtr0300698,control - up,-0.038392043,0.146117542,268,-0.262747668,0.999828991
FBgn0034528,FBtr0086254,down - control,-0.008354858,0.074460888,268,-0.112204657,0.999997493
FBgn0034528,FBtr0086254,down - up,-0.013961832,0.07449442,268,-0.187421173,0.99996781
FBgn0034528,FBtr0086254,control - up,-0.005606973,0.074555883,268,-0.075204973,0.99999966
FBgn0034528,FBtr0342722,down - control,0.135188363,0.077499129,268,1.744385576,0.503711631
FBgn0034528,FBtr0342722,down - up,-0.081758827,0.076837745,268,-1.06404512,0.895158186
FBgn0034528,FBtr0342722,control - up,-0.216947191,0.077418344,268,-2.802271122,0.060150016
FBgn0050147,FBtr0086255,down - control,-0.249826679,0.15291479,268,-1.633763996,0.576912776
FBgn0050147,FBtr0086255,down - up,-0.053502059,0.152973142,268,-0.349748059,0.999306417
FBgn0050147,FBtr0086255,control - up,0.196324619,0.153706802,268,1.277266955,0.79724445
FBgn0050147,FBtr0086256,down - control,0.436331013,0.153099966,268,2.849974585,0.052884145
FBgn0050147,FBtr0086256,down - up,0.147499082,0.153003683,268,0.964023082,0.928844374
FBgn0050147,FBtr0086256,control - up,-0.28883193,0.1539431,268,-1.876225248,0.419100312
FBgn0050148,FBtr0086266,down - control,0.025763542,0.323799292,268,0.079566394,0.999999549
FBgn0050148,FBtr0086266,down - up,0.38568278,0.323833574,268,1.190990714,0.840940274
FBgn0050148,FBtr0086266,control - up,0.359919237,0.323899085,268,1.111207947,0.876488137
FBgn0050148,FBtr0342706,down - control,-0.02781732,0.324494478,268,-0.085725096,0.999999345
FBgn0050148,FBtr0342706,down - up,0.111785123,0.324571796,268,0.344407998,0.999356437
FBgn0050148,FBtr0342706,control - up,0.139602443,0.324612377,268,0.430058903,0.998117446
FBgn0034515,FBtr0086267,down - control,0.803365322,0.382840156,268,2.098435361,0.291222357
FBgn0034515,FBtr0086267,down - up,0.323686074,0.382277069,268,0.846731601,0.958361221
FBgn0034515,FBtr0086267,control - up,-0.479679247,0.384614332,268,-1.247169456,0.813072112
FBgn0034515,FBtr0308649,down - control,0.832853875,0.399172643,268,2.086450286,0.297504991
FBgn0034515,FBtr0308649,down - up,0.306063104,0.396283889,268,0.772332948,0.971949243
FBgn0034515,FBtr0308649,control - up,-0.526790771,0.400623887,268,-1.314926013,0.776620561
FBgn0034491,FBtr0086270,down - control,0.041891838,0.19742677,268,0.212189251,0.999940459
FBgn0034491,FBtr0086270,down - up,0.055301764,0.197262528,268,0.280346015,0.999764787
FBgn0034491,FBtr0086270,control - up,0.013409925,0.197769305,268,0.067805897,0.999999797
FBgn0034491,FBtr0086272,down - control,0.066178165,0.203840045,268,0.32465733,0.999517418
FBgn0034491,FBtr0086272,down - up,0.070723367,0.204097824,268,0.346517005,0.999337032
FBgn0034491,FBtr0086272,control - up,0.004545202,0.20486268,268,0.022186579,0.999999999
FBgn0010411,FBtr0086273,down - control,0.50458832,0.188665597,269,2.674511561,0.083797221
FBgn0010411,FBtr0086273,down - up,0.308535281,0.188654219,269,1.635453921,0.575788304
FBgn0010411,FBtr0086273,control - up,-0.196053039,0.188784642,269,-1.038500996,0.904527523
FBgn0010411,FBtr0086274,down - control,0.229488705,0.18865105,269,1.216471919,0.828580383
FBgn0010411,FBtr0086274,down - up,0.130232278,0.188641809,269,0.690368053,0.982915867
FBgn0010411,FBtr0086274,control - up,-0.099256427,0.188745874,269,-0.525873361,0.995109256
FBgn0027529,FBtr0086281,down - control,-0.061558245,0.048301242,269,-1.274465043,0.798744465
FBgn0027529,FBtr0086281,down - up,0.023043616,0.04845017,269,0.475614762,0.996956439
FBgn0027529,FBtr0086281,control - up,0.084601861,0.048352634,269,1.749684656,0.500229176
FBgn0027529,FBtr0309253,down - control,0.079856679,0.045584579,269,1.751835397,0.498819306
FBgn0027529,FBtr0309253,down - up,0.103997116,0.045599604,269,2.280658305,0.205609688
FBgn0027529,FBtr0309253,control - up,0.024140437,0.045726835,269,0.527927138,0.995018981
FBgn0034506,FBtr0086287,down - control,0.079327545,0.24641504,268,0.321926557,0.999536916
FBgn0034506,FBtr0086287,down - up,-0.022782743,0.246345151,268,-0.092483019,0.999999044
FBgn0034506,FBtr0086287,control - up,-0.102110289,0.246557116,268,-0.41414456,0.998429184
FBgn0034506,FBtr0086288,down - control,0.024180484,0.249936629,268,0.096746461,0.999998803
FBgn0034506,FBtr0086288,down - up,0.040455211,0.250117838,268,0.161744604,0.999984513
FBgn0034506,FBtr0086288,control - up,0.016274726,0.250086724,268,0.06507633,0.999999835
FBgn0043534,FBtr0086293,down - control,0.053196002,0.116718942,268,0.455761516,0.997515249
FBgn0043534,FBtr0086293,down - up,0.238206077,0.116756249,268,2.040199814,0.322461264
FBgn0043534,FBtr0086293,control - up,0.185010075,0.116914406,268,1.58244036,0.610869795
FBgn0043534,FBtr0342691,down - control,-0.078516284,0.11671567,268,-0.672714165,0.984792216
FBgn0043534,FBtr0342691,down - up,-0.049705256,0.116694686,268,-0.425942754,0.998202297
FBgn0043534,FBtr0342691,control - up,0.028811029,0.11680429,268,0.246660707,0.999874735
FBgn0034500,FBtr0086300,down - control,-0.100095524,0.095365048,269,-1.049603869,0.900520406
FBgn0034500,FBtr0086300,down - up,-0.073793448,0.095386546,269,-0.773625332,0.971745178
FBgn0034500,FBtr0086300,control - up,0.026302075,0.095563491,269,0.275231422,0.999785142
FBgn0034500,FBtr0344185,down - control,0.057610365,0.095007265,269,0.606378528,0.990519567
FBgn0034500,FBtr0344185,down - up,-0.032005138,0.094987905,269,-0.336939086,0.999421636
FBgn0034500,FBtr0344185,control - up,-0.089615503,0.095206838,269,-0.94127171,0.935394247
FBgn0034497,FBtr0086303,down - control,-0.20513164,0.434235627,268,-0.472397074,0.997052884
FBgn0034497,FBtr0086303,down - up,-0.13987216,0.439737708,268,-0.318080887,0.999563319
FBgn0034497,FBtr0086303,control - up,0.065259479,0.437965615,268,0.149005943,0.999989701
FBgn0034497,FBtr0342680,down - control,2.538008441,0.604807488,268,4.196390572,0.000523985
FBgn0034497,FBtr0342680,down - up,1.092156344,0.611771375,268,1.785236102,0.477040275
FBgn0034497,FBtr0342680,control - up,-1.445852097,0.593063033,268,-2.437940011,0.147069957
FBgn0005655,FBtr0086307,down - control,0.032082341,0.321591001,268,0.099761315,0.999998605
FBgn0005655,FBtr0086307,down - up,-0.096471079,0.326570451,268,-0.295406637,0.999695931
FBgn0005655,FBtr0086307,control - up,-0.12855342,0.326935762,268,-0.393206969,0.998776581
FBgn0005655,FBtr0086308,down - control,0.408262937,0.312843748,268,1.3050059,0.782138234
FBgn0005655,FBtr0086308,down - up,0.100917666,0.315272451,268,0.320096683,0.999549631
FBgn0005655,FBtr0086308,control - up,-0.307345271,0.315265997,268,-0.974876054,0.925576696
FBgn0034485,FBtr0086315,down - control,-0.112962399,0.090328784,268,-1.250569249,0.811314603
FBgn0034485,FBtr0086315,down - up,0.078547621,0.090491701,268,0.868009116,0.95377091
FBgn0034485,FBtr0086315,control - up,0.19151002,0.090890766,268,2.107034943,0.286762253
FBgn0034485,FBtr0342673,down - control,0.062903691,0.090288955,268,0.69669309,0.982203541
FBgn0034485,FBtr0342673,down - up,-0.019757919,0.090268917,268,-0.218878433,0.999930576
FBgn0034485,FBtr0342673,control - up,-0.08266161,0.090703089,268,-0.911342832,0.94339286
FBgn0025720,FBtr0086317,down - control,0.009808517,0.244435475,540,0.040127225,1
FBgn0025720,FBtr0086317,down - up,-0.104736909,0.244523919,540,-0.428329911,0.999999512
FBgn0025720,FBtr0086317,control - up,-0.114545426,0.245131105,540,-0.467282297,0.999998776
FBgn0025720,FBtr0086318,down - control,0.397022923,0.247398986,540,1.604787994,0.906986363
FBgn0025720,FBtr0086318,down - up,0.898939525,0.249117204,540,3.608500373,0.017373421
FBgn0025720,FBtr0086318,control - up,0.501916602,0.248905482,540,2.016494765,0.682041711
FBgn0025720,FBtr0086319,down - control,-0.08487859,0.244496509,540,-0.347156652,0.999999948
FBgn0025720,FBtr0086319,down - up,-0.183747588,0.244679661,540,-0.750972052,0.999843389
FBgn0025720,FBtr0086319,control - up,-0.098868998,0.24512098,540,-0.403347759,0.999999742
FBgn0025720,FBtr0336634,down - control,0.691858236,0.247827903,540,2.791688218,0.186451059
FBgn0025720,FBtr0336634,down - up,0.601758167,0.247282603,540,2.433483632,0.385232931
FBgn0025720,FBtr0336634,control - up,-0.090100069,0.24871588,540,-0.362261022,0.999999918
FBgn0034490,FBtr0086320,down - control,-0.037868063,0.204597398,268,-0.18508575,0.999969751
FBgn0034490,FBtr0086320,down - up,-0.259348253,0.204466165,268,-1.268416477,0.801960992
FBgn0034490,FBtr0086320,control - up,-0.22148019,0.205509367,268,-1.077713357,0.889930299
FBgn0034490,FBtr0336635,down - control,-0.397669256,0.236924985,268,-1.678460612,0.547253368
FBgn0034490,FBtr0336635,down - up,-1.034914339,0.237066779,268,-4.36549711,0.000260263
FBgn0034490,FBtr0336635,control - up,-0.637245083,0.220966282,268,-2.883901913,0.048180453
FBgn0034471,FBtr0086327,down - control,-0.054344568,0.138174092,268,-0.393305047,0.998775107
FBgn0034471,FBtr0086327,down - up,0.046072175,0.138172829,268,0.333438748,0.999450311
FBgn0034471,FBtr0086327,control - up,0.100416743,0.138290766,268,0.726127608,0.978606199
FBgn0034471,FBtr0340600,down - control,-0.270822324,0.138305043,268,-1.958152201,0.369349119
FBgn0034471,FBtr0340600,down - up,0.066069946,0.138323609,268,0.477647644,0.996894052
FBgn0034471,FBtr0340600,control - up,0.33689227,0.138421829,268,2.433808831,0.148430024
FBgn0034475,FBtr0086335,down - control,0.12391159,0.353270243,268,0.350755809,0.999296645
FBgn0034475,FBtr0086335,down - up,0.328528832,0.353257954,268,0.929996985,0.938487816
FBgn0034475,FBtr0086335,control - up,0.204617242,0.353405067,268,0.578987856,0.992339759
FBgn0034475,FBtr0302932,down - control,0.191726184,0.353261987,268,0.542730865,0.994330076
FBgn0034475,FBtr0302932,down - up,0.531591109,0.353317722,268,1.504569615,0.661647501
FBgn0034475,FBtr0302932,control - up,0.339864925,0.353461718,268,0.961532488,0.929581094
FBgn0034479,FBtr0086340,down - control,-0.083618634,0.170245455,404,-0.49116515,0.999911926
FBgn0034479,FBtr0086340,down - up,-0.04417297,0.170080897,404,-0.259717409,0.999999379
FBgn0034479,FBtr0086340,control - up,0.039445665,0.170270368,404,0.231664881,0.999999748
FBgn0034479,FBtr0305676,down - control,0.127075797,0.169449965,404,0.749931092,0.997992934
FBgn0034479,FBtr0305676,down - up,-0.083353197,0.169405895,404,-0.492032445,0.999910736
FBgn0034479,FBtr0305676,control - up,-0.210428994,0.169700202,404,-1.24000438,0.947115173
FBgn0034479,FBtr0305677,down - control,0.078749344,0.169752167,404,0.463907741,0.99994302
FBgn0034479,FBtr0305677,down - up,-0.04996011,0.169705789,404,-0.29439249,0.999998334
FBgn0034479,FBtr0305677,control - up,-0.128709454,0.169840066,404,-0.757827393,0.997838143
FBgn0034474,FBtr0086342,down - control,0.057224286,0.061518275,268,0.93019979,0.938433015
FBgn0034474,FBtr0086342,down - up,-0.061682728,0.061525752,268,-1.002551396,0.916819261
FBgn0034474,FBtr0086342,control - up,-0.118907014,0.061815773,268,-1.923570786,0.390023683
FBgn0034474,FBtr0086343,down - control,0.129639647,0.061552415,268,2.106166715,0.287210728
FBgn0034474,FBtr0086343,down - up,0.041567438,0.061533865,268,0.675521318,0.984504348
FBgn0034474,FBtr0086343,control - up,-0.088072209,0.061827407,268,-1.424484918,0.712113548
FBgn0260934,FBtr0086457,down - control,-0.113913382,0.0363914,405,-3.130228119,0.048336867
FBgn0260934,FBtr0086457,down - up,-0.022534654,0.036498269,405,-0.617417051,0.999509967
FBgn0260934,FBtr0086457,control - up,0.091378729,0.036514396,405,2.502539808,0.233786617
FBgn0260934,FBtr0301506,down - control,0.067902838,0.036066631,405,1.882705329,0.626122775
FBgn0260934,FBtr0301506,down - up,0.015122967,0.036054614,405,0.419446093,0.99997372
FBgn0260934,FBtr0301506,control - up,-0.052779871,0.036218707,405,-1.457254442,0.874382677
FBgn0260934,FBtr0330244,down - control,-0.048185853,0.0351077,405,-1.372515229,0.907593968
FBgn0260934,FBtr0330244,down - up,-0.024246778,0.035119185,405,-0.690414028,0.998890679
FBgn0260934,FBtr0330244,control - up,0.023939075,0.035272404,405,0.678691334,0.999020148
FBgn0034455,FBtr0086464,down - control,0.082142629,0.078709021,269,1.043624067,0.902690904
FBgn0034455,FBtr0086464,down - up,-0.020124765,0.078666769,269,-0.25582295,0.999850073
FBgn0034455,FBtr0086464,control - up,-0.102267394,0.078857672,269,-1.296860421,0.786625239
FBgn0034455,FBtr0345929,down - control,-0.00612475,0.082378571,269,-0.074348828,0.999999678
FBgn0034455,FBtr0345929,down - up,0.25507714,0.082824278,269,3.079738758,0.027431201
FBgn0034455,FBtr0345929,control - up,0.26120189,0.082971578,269,3.148088715,0.022314547
FBgn0028372,FBtr0086474,down - control,-0.160016304,0.098138804,268,-1.630510025,0.579071141
FBgn0028372,FBtr0086474,down - up,-0.001226662,0.098435759,268,-0.012461553,1
FBgn0028372,FBtr0086474,control - up,0.158789642,0.098562173,268,1.611060685,0.591960409
FBgn0028372,FBtr0330247,down - control,0.067391103,0.096281979,268,0.699934751,0.98183055
FBgn0028372,FBtr0330247,down - up,0.077108238,0.096300977,268,0.800700468,0.967204651
FBgn0028372,FBtr0330247,control - up,0.009717135,0.096804509,268,0.100378946,0.999998561
FBgn0015949,FBtr0086483,down - control,-0.163318453,0.092123871,405,-1.772813608,0.700167207
FBgn0015949,FBtr0086483,down - up,0.021775787,0.09218147,405,0.236227382,0.999999706
FBgn0015949,FBtr0086483,control - up,0.18509424,0.092605132,405,1.998747107,0.545138258
FBgn0015949,FBtr0086484,down - control,0.182189691,0.092067013,405,1.978881317,0.559060869
FBgn0015949,FBtr0086484,down - up,0.009288752,0.092031307,405,0.100930347,1
FBgn0015949,FBtr0086484,control - up,-0.172900939,0.092548475,405,-1.86822029,0.636096706
FBgn0015949,FBtr0111010,down - control,0.225270049,0.095595236,405,2.356498699,0.31115824
FBgn0015949,FBtr0111010,down - up,0.074289136,0.095366785,405,0.778983331,0.997374463
FBgn0015949,FBtr0111010,control - up,-0.150980913,0.096153627,405,-1.570205082,0.820500251
FBgn0003435,FBtr0304656,down - control,-0.134385429,0.148068841,404,-0.907587494,0.992488214
FBgn0003435,FBtr0304656,down - up,0.159067907,0.148432308,404,1.071652854,0.977926341
FBgn0003435,FBtr0304656,control - up,0.293453336,0.148983495,404,1.969703662,0.565495115
FBgn0003435,FBtr0308797,down - control,-0.895209917,0.157444204,404,-5.685886754,8.91688255122425e-07
FBgn0003435,FBtr0308797,down - up,-0.545739825,0.158884949,404,-3.434811347,0.018705184
FBgn0003435,FBtr0308797,control - up,0.349470092,0.154563129,404,2.261018489,0.368557627
FBgn0003435,FBtr0310331,down - control,-0.02449669,0.146508184,404,-0.167203562,0.999999981
FBgn0003435,FBtr0310331,down - up,-0.026162406,0.146516174,404,-0.17856326,0.999999968
FBgn0003435,FBtr0310331,control - up,-0.001665715,0.147266266,404,-0.011310909,1
FBgn0263395,FBtr0086503,down - control,0.162288891,0.106356397,540,1.525896857,0.933000707
FBgn0263395,FBtr0086503,down - up,0.021166568,0.106314483,540,0.199093927,1
FBgn0263395,FBtr0086503,control - up,-0.141122323,0.106902509,540,-1.320103003,0.976322524
FBgn0263395,FBtr0086504,down - control,-0.184032082,0.106146488,540,-1.733755727,0.851895803
FBgn0263395,FBtr0086504,down - up,-0.00164203,0.106211757,540,-0.015459968,1
FBgn0263395,FBtr0086504,control - up,0.182390052,0.106688284,540,1.709560278,0.863421961
FBgn0263395,FBtr0340455,down - control,0.110523148,0.106989683,540,1.03302622,0.996888808
FBgn0263395,FBtr0340455,down - up,-0.004516143,0.106921259,540,-0.042238029,1
FBgn0263395,FBtr0340455,control - up,-0.115039291,0.107524795,540,-1.069886167,0.995769213
FBgn0263395,FBtr0340456,down - control,-0.131781257,0.1062912,540,-1.239813428,0.985500755
FBgn0263395,FBtr0340456,down - up,-0.142657581,0.106291629,540,-1.34213374,0.973154327
FBgn0263395,FBtr0340456,control - up,-0.010876324,0.106778148,540,-0.101859084,1
FBgn0010434,FBtr0086506,down - control,-0.004374855,0.059184241,676,-0.073919246,1
FBgn0010434,FBtr0086506,down - up,0.065630109,0.059389869,676,1.10507246,0.998862329
FBgn0010434,FBtr0086506,control - up,0.070004963,0.059434887,676,1.177842967,0.99773612
FBgn0010434,FBtr0086508,down - control,0.041320106,0.056215572,676,0.735029538,0.999991041
FBgn0010434,FBtr0086508,down - up,0.046654184,0.056229294,676,0.829713134,0.999959657
FBgn0010434,FBtr0086508,control - up,0.005334078,0.056463007,676,0.094470312,1
FBgn0010434,FBtr0086509,down - control,-0.119820878,0.056184911,676,-2.132616688,0.712523495
FBgn0010434,FBtr0086509,down - up,0.015740701,0.056246442,676,0.279852392,1
FBgn0010434,FBtr0086509,control - up,0.135561579,0.056419635,676,2.402737606,0.513596029
FBgn0010434,FBtr0301279,down - control,0.202473263,0.056188981,676,3.603433601,0.026129551
FBgn0010434,FBtr0301279,down - up,0.141442763,0.056186423,676,2.517383312,0.429260092
FBgn0010434,FBtr0301279,control - up,-0.0610305,0.056507794,676,-1.080036858,0.999116526
FBgn0010434,FBtr0340468,down - control,-0.046125465,0.059640479,676,-0.773391925,0.999983057
FBgn0010434,FBtr0340468,down - up,0.058154591,0.059902798,676,0.970815943,0.999736987
FBgn0010434,FBtr0340468,control - up,0.104280056,0.059895661,676,1.741028548,0.919610095
FBgn0004003,FBtr0086510,down - control,0.162082804,0.103349886,268,1.568292048,0.620180575
FBgn0004003,FBtr0086510,down - up,0.048018594,0.103159309,268,0.465479982,0.997252521
FBgn0004003,FBtr0086510,control - up,-0.11406421,0.103658631,268,-1.10038314,0.880929969
FBgn0004003,FBtr0340470,down - control,-0.448516212,0.124267969,268,-3.60926646,0.004882188
